iter	Passed	Remaining
456	824	979
457	826	978
458	827	975
459	828	972
460	830	970
461	831	967
462	832	965
463	834	963
464	835	961
465	836	958
466	837	956
467	839	953
468	840	951
469	841	948
470	842	946
471	843	943
472	845	941
473	846	939
474	847	936
475	848	934
476	849	931
477	851	929
478	852	927
479	853	924
480	854	922
481	855	919
482	857	917
483	858	915
484	859	912
485	860	910
486	861	907
487	863	905
488	864	903
489	866	901
490	867	898
491	868	896
492	869	894
493	870	892
494	872	889
495	873	887
496	874	884
497	875	882
498	876	880
499	878	878
500	880	876
501	881	874
502	882	872
503	884	870
504	885	868
505	887	866
506	888	863
507	889	861
508	891	859
509	892	857
510	894	855
511	895	853
512	897	851
513	898	849
514	899	847
515	901	845
516	902	842
517	903	841
518	905	838
519	906	836
520	908	834
521	909	832
522	911	831
523	912	828
524	913	826
525	915	824
526	916	822
527	918	820
528	919	818
529	921	816
530	923	815
531	925	813
532	926	811
533	928	809
534	929	807
535	930	805
536	932	803
537	933	801
538	935	799
539	936	797
540	938	796
541	940	794
542	941	792
543	943	790
544	944	788
545	945	786
546	947	784
547	948	782
548	949	780
549	951	778
550	953	776
551	954	774
552	956	772
553	957	770
554	958	768
555	959	766
556	960	764
557	962	762
558	963	759
559	964	757
560	965	755
561	966	753
562	968	751
563	969	749
564	970	747
565	971	745
566	973	743
567	974	741
568	975	739
569	977	737
570	978	735
571	979	733
572	981	731
573	983	729
574	984	727
575	985	725
576	986	723
577	987	721
578	988	719
579	990	716
580	991	714
581	992	712
582	993	710
583	995	708
584	996	707
585	998	705
586	999	703
587	1001	701
588	1002	699
589	1003	697
590	1004	695
591	1005	693
592	1007	691
593	1008	689
594	1009	687
595	1010	685
596	1014	684
597	1015	682
598	1017	680
599	1018	679
600	1019	677
601	1021	675
602	1022	673
603	1023	670
604	1024	668
605	1025	666
606	1028	665
607	1029	663
608	1031	662
609	1032	660
610	1034	658
611	1035	656
612	1036	654
613	1037	652
614	1038	650
615	1040	648
616	1041	646
617	1043	645
618	1045	643
619	1046	641
620	1048	639
621	1049	638
622	1051	636
623	1058	637
624	1060	636
625	1061	634
626	1063	632
627	1065	630
628	1066	629
629	1069	628
630	1071	626
631	1073	624
632	1075	623
633	1076	621
634	1078	619
635	1079	617
636	1080	615
637	1083	614
638	1085	613
639	1087	611
640	1089	609
641	1090	607
642	1091	606
643	1093	604
644	1094	602
645	1095	600
646	1097	599
647	1099	597
648	1100	595
649	1102	593
650	1103	591
651	1104	589
652	1105	587
653	1106	585
654	1107	583
655	1109	581
656	1110	579
657	1111	577
658	1113	575
659	1114	574
660	1115	572
661	1116	570
662	1117	568
663	1118	566
664	1120	564
665	1122	562
666	1123	561
667	1124	559
668	1125	557
669	1127	555
670	1129	553
671	1130	551
672	1131	549
673	1132	547
674	1133	545
675	1135	544
676	1136	542
677	1137	540
678	1138	538
679	1140	536
680	1143	535
681	1145	533
682	1146	532
683	1148	530
684	1149	528
685	1150	526
686	1151	524
687	1152	522
688	1153	520
689	1154	518
690	1156	517
691	1158	515
692	1159	513
693	1162	512
694	1163	510
695	1164	508
696	1165	506
697	1166	504
698	1168	503
699	1169	501
700	1170	499
701	1172	497
702	1174	496
703	1175	494
704	1176	492
705	1177	490
706	1178	488
707	1179	486
708	1180	484
709	1181	482
710	1182	480
711	1183	478
712	1185	477
713	1186	475
714	1188	473
715	1189	472
716	1192	470
717	1193	468
718	1194	466
719	1195	464
720	1196	463
721	1198	461
722	1199	459
723	1201	458
724	1203	456
725	1204	454
726	1205	452
727	1206	450
728	1207	449
729	1208	447
730	1209	445
731	1210	443
732	1211	441
733	1212	439
734	1213	437
735	1214	435
736	1216	433
737	1218	432
738	1219	430
739	1220	428
740	1221	426
741	1222	424
742	1223	423
743	1224	421
744	1225	419
745	1226	417
746	1227	415
747	1228	413
748	1229	412
749	1230	410
750	1233	408
751	1234	407
752	1235	405
753	1236	403
754	1237	401
755	1238	399
756	1239	397
757	1240	396
758	1241	394
759	1242	392
760	1243	390
761	1244	388
762	1245	386
763	1247	385
764	1248	383
765	1249	381
766	1250	379
767	1251	378
768	1252	376
769	1254	374
770	1255	373
771	1257	371
772	1258	369
773	1259	367
774	1260	365
775	1261	364
776	1262	362
777	1263	360
778	1264	358
779	1265	357
780	1266	355
781	1267	353
782	1269	351
783	1269	349
784	1271	348
785	1272	346
786	1273	344
787	1274	342
788	1275	340
789	1276	339
790	1277	337
791	1279	335
792	1280	334
793	1281	332
794	1282	330
795	1283	329
796	1284	327
797	1285	325
798	1286	323
799	1288	322
800	1289	320
801	1289	318
802	1291	316
803	1293	315
804	1294	313
805	1295	311
806	1296	310
807	1297	308
808	1298	306
809	1299	304
810	1300	303
811	1301	301
812	1302	299
813	1304	298
814	1305	296
815	1306	294
816	1308	293
817	1309	291
818	1310	289
819	1311	287
820	1312	286
821	1313	284
822	1315	282
823	1316	281
824	1317	279
825	1318	277
826	1319	276
827	1320	274
828	1322	272
829	1324	271
830	1325	269
831	1326	267
832	1328	266
833	1329	264
834	1330	262
835	1331	261
836	1332	259
837	1334	257
838	1335	256
839	1336	254
840	1338	253
841	1339	251
842	1340	249
843	1341	248
844	1342	246
845	1344	244
846	1345	242
847	1346	241
848	1347	239
849	1348	237
850	1349	236
851	1350	234
852	1352	233
853	1353	231
854	1354	229
855	1355	228
856	1356	226
857	1358	224
858	1359	223
859	1360	221
860	1361	219
861	1362	218
862	1363	216
863	1364	214
864	1365	213
865	1366	211
866	1368	209
867	1369	208
868	1370	206
869	1371	204
870	1372	203
871	1373	201
872	1374	199
873	1375	198
874	1376	196
875	1377	195
876	1378	193
877	1380	191
878	1381	190
879	1382	188
880	1383	186
881	1385	185
882	1386	183
883	1388	182
884	1389	180
885	1391	179
886	1393	177
887	1394	175
888	1396	174
889	1398	172
890	1401	171
891	1403	169
892	1406	168
893	1408	166
894	1410	165
895	1416	164
896	1418	162
897	1420	161
898	1422	159
899	1424	158
900	1426	156
901	1429	155
902	1431	153
903	1433	152
904	1435	150
905	1437	149
906	1439	147
907	1440	146
908	1443	144
909	1445	143
910	1447	141
911	1449	139
912	1451	138
913	1452	136
914	1454	135
915	1455	133
916	1463	132
917	1465	130
918	1467	129
919	1468	127
920	1470	126
921	1473	124
922	1476	123
923	1478	121
924	1481	120
925	1483	118
926	1485	116
927	1487	115
928	1490	113
929	1493	112
930	1495	110
931	1496	109
932	1498	107
933	1499	105
934	1501	104
935	1503	102
936	1506	101
937	1507	99
938	1509	98
939	1510	96
940	1512	94
941	1514	93
942	1515	91
943	1516	89
944	1518	88
945	1519	86
946	1520	85
947	1521	83
948	1522	81
949	1523	80
950	1525	78
951	1526	76
952	1527	75
953	1528	73
954	1529	72
955	1530	70
956	1532	68
957	1533	67
958	1535	65
959	1536	64
960	1538	62
961	1539	60
962	1540	59
963	1542	57
964	1543	55
965	1545	54
966	1547	52
967	1549	51
968	1550	49
969	1552	48
970	1553	46
971	1554	44
972	1555	43
973	1557	41
974	1559	39
975	1564	38
976	1565	36
977	1566	35
978	1567	33
979	1569	32
980	1570	30
981	1571	28
982	1572	27
983	1573	25
984	1574	23
985	1576	22
986	1578	20
987	1580	19
988	1581	17
989	1582	15
990	1583	14
991	1584	12
992	1585	11
993	1586	9
994	1587	7
995	1588	6
996	1604	4
997	1605	3
998	1606	1
999	1609	0
